,Код ЕСР,Краткое наименование,Полное наименование,Регион,ЖД
290,5330,УГЛОВКА,УГЛОВКА,Новгородская область,Октябрьская
291,5350,БОРОВИЧИ,БОРОВИЧИ,Новгородская область,Октябрьская
292,5370,ОКУЛОВКА,ОКУЛОВКА,Новгородская область,Октябрьская
293,5390,ПОДДУБЬЕ,ПОДДУБЬЕ,Новгородская область,Октябрьская
294,5410,КОТОВО,КОТОВО,Новгородская область,Октябрьская
295,5450,ГАМЗИНО,ГАМЗИНО,Новгородская область,Октябрьская
296,5480,ГУЗЯТИНО,ГУЗЯТИНО,Тверская область,Октябрьская
297,5490,НАРАЧИНО,НАРАЧИНО,Тверская область,Октябрьская
298,5500,ЕДРОВО,ЕДРОВО,Новгородская область,Октябрьская
299,5510,ДОБЫВАЛОВО,ДОБЫВАЛОВО,Новгородская область,Октябрьская
300,5520,ВАЛДАЙ,ВАЛДАЙ,Новгородская область,Октябрьская
301,5560,ДВОРЕЦ,ДВОРЕЦ,Новгородская область,Октябрьская
302,5580,ЛЫЧКОВО,ЛЫЧКОВО,Новгородская область,Октябрьская
303,5590,КНЕВИЦЫ,КНЕВИЦЫ,Новгородская область,Октябрьская
304,5620,ПАРФИНО,ПАРФИНО,Новгородская область,Октябрьская
305,5630,СТАРАЯ РУССА,СТАРАЯ РУССА,Новгородская область,Октябрьская
306,5650,ВОЛОТ,ВОЛОТ,Новгородская область,Октябрьская
307,5660,МОРИНО,МОРИНО,Псковская область,Октябрьская
308,5670,ДНО,ДНО,Псковская область,Октябрьская
309,5690,САМОЛУКОВО,САМОЛУКОВО,Псковская область,Октябрьская
310,5700,ЛОКНЯ,ЛОКНЯ,Псковская область,Октябрьская
311,5710,СУЩЕВО,СУЩЕВО,Псковская область,Октябрьская
312,5720,СУДОМА,СУДОМА,Псковская область,Октябрьская
313,5740,ДЕДОВИЧИ,ДЕДОВИЧИ,Псковская область,Октябрьская
314,5760,ПОДСЕВЫ,ПОДСЕВЫ,Псковская область,Октябрьская
315,5770,ПОРХОВ,ПОРХОВ,Псковская область,Октябрьская
316,5800,СОЛЬЦЫ,СОЛЬЦЫ,Новгородская область,Октябрьская
317,5810,УТОРГОШ,УТОРГОШ,Новгородская область,Октябрьская
318,5830,БАТЕЦКАЯ,БАТЕЦКАЯ,Новгородская область,Октябрьская
319,5850,ОРЕДЕЖ,ОРЕДЕЖ,Ленинградская область,Октябрьская
320,5860,ТАРКОВИЧИ,ТАРКОВИЧИ,Ленинградская область,Октябрьская
321,5880,ЧАЩА,ЧАЩА,Ленинградская область,Октябрьская
322,5890,НОВИНКА,НОВИНКА,Ленинградская область,Октябрьская
323,5900,ВЫРИЦА,ВЫРИЦА,Ленинградская область,Октябрьская
324,5910,СЕМРИНО,СЕМРИНО,Ленинградская область,Октябрьская
325,5920,ПОСЕЛОК,ПОСЕЛОК,Ленинградская область,Октябрьская
326,6000,ХОВРИНО,ХОВРИНО,Город Москва столица Российской Федерации город федерального значения,Октябрьская
327,6030,ХИМКИ,ХИМКИ,Московская область,Октябрьская
328,6070,ПОВАРОВО I,ПОВАРОВО I,Московская область,Октябрьская
329,6080,ПОДСОЛНЕЧНАЯ,ПОДСОЛНЕЧНАЯ,Московская область,Октябрьская
330,6090,КЛИН,КЛИН,Московская область,Октябрьская
331,6110,РЕШЕТНИКОВО,РЕШЕТНИКОВО,Московская область,Октябрьская
332,6120,КОНАКОВО ГРЭС,КОНАКОВО ГРЭС,Тверская область,Октябрьская
333,6130,ЗАВИДОВО,ЗАВИДОВО,Тверская область,Октябрьская
334,6140,РЕДКИНО,РЕДКИНО,Тверская область,Октябрьская
335,6150,ТВЕРЬ,ТВЕРЬ,Тверская область,Октябрьская
336,6170,ДОРОНИНСКАЯ,ДОРОНИНСКАЯ,Тверская область,Октябрьская
337,6180,ВАСИЛЬЕВСКИЙ МОХ,ВАСИЛЬЕВСКИЙ МОХ,Тверская область,Октябрьская
338,6210,ЛИХОСЛАВЛЬ,ЛИХОСЛАВЛЬ,Тверская область,Октябрьская
339,6230,КАЛАШНИКОВО,КАЛАШНИКОВО,Тверская область,Октябрьская
340,6240,СПИРОВО,СПИРОВО,Тверская область,Октябрьская
341,6250,ОСЕЧЕНКА,ОСЕЧЕНКА,Тверская область,Октябрьская
342,6270,ВЫШНИЙ ВОЛОЧЕК,ВЫШНИЙ ВОЛОЧЕК,Тверская область,Октябрьская
343,6290,АКАДЕМИЧЕСК,АКАДЕМИЧЕСКАЯ,Тверская область,Октябрьская
344,6300,РЖЕВ-БАЛТ,РЖЕВ-БАЛТИЙСКИЙ,Тверская область,Октябрьская
345,6310,РЖЕВ-БЕЛ,РЖЕВ-БЕЛОРУССКИЙ,Тверская область,Октябрьская
346,6350,ЗУБЦОВ,ЗУБЦОВ,Тверская область,Октябрьская
347,6370,СТАРИЦА,СТАРИЦА,Тверская область,Октябрьская
348,6410,ТОРЖОК,ТОРЖОК,Тверская область,Октябрьская
349,6430,МОНЧАЛОВО,МОНЧАЛОВО,Тверская область,Октябрьская
350,6450,ОЛЕНИНО,ОЛЕНИНО,Тверская область,Октябрьская
351,6460,МОСТОВАЯ,МОСТОВАЯ,Тверская область,Октябрьская
352,6470,НЕЛИДОВО,НЕЛИДОВО,Тверская область,Октябрьская
353,6500,ЖАРКОВСКИЙ,ЖАРКОВСКИЙ,Тверская область,Октябрьская
354,6530,ЗАП ДВИНА,ЗАПАДНАЯ ДВИНА,Тверская область,Октябрьская
355,6540,СТАРАЯ ТОРОПА,СТАРАЯ ТОРОПА,Тверская область,Октябрьская
356,6580,КУНЬЯ,КУНЬЯ,Псковская область,Октябрьская
357,6590,ПОСИНЬ-Э,ПОСИНЬ-ЭКСПОРТ,Псковская область,Октябрьская
358,6600,ВЕЛИКИЕ ЛУКИ,ВЕЛИКИЕ ЛУКИ,Псковская область,Октябрьская
359,6610,СЕБЕЖ,СЕБЕЖ,Псковская область,Октябрьская
360,6520,ГАРНЕЯ,ГАРНЕЯ,Псковская область,Октябрьская
361,6620,ЗАВАРУЙКА,ЗАВАРУЙКА,Псковская область,Октябрьская
362,6630,ИДРИЦА,ИДРИЦА,Псковская область,Октябрьская
363,6640,ПУСТОШКА,ПУСТОШКА,Псковская область,Октябрьская
364,6660,НОВОСОКОЛЬНИКИ,НОВОСОКОЛЬНИКИ,Псковская область,Октябрьская
365,6690,КЛЯСТИЦА-Э,КЛЯСТИЦА (ЭКСП.),Псковская область,Октябрьская
366,6700,НЕВЕЛЬ I,НЕВЕЛЬ I,Псковская область,Октябрьская
367,6710,НЕВЕЛЬ II,НЕВЕЛЬ II,Псковская область,Октябрьская
368,6720,РЗД 451 КМ,РАЗЪЕЗД 451 КМ,Псковская область,Октябрьская
369,6730,ОПУХЛИКИ,ОПУХЛИКИ,Псковская область,Октябрьская
370,6740,ЗАВЕРЕЖЬЕ-Э,ЗАВЕРЕЖЬЕ (ЭКСП.),Псковская область,Октябрьская
371,6770,ТОРОПЕЦ,ТОРОПЕЦ,Тверская область,Октябрьская
372,6790,АНДРЕАПОЛЬ,АНДРЕАПОЛЬ,Тверская область,Октябрьская
373,6810,СОБЛАГО,СОБЛАГО,Тверская область,Октябрьская
374,6850,СЕЛИЖАРОВО,СЕЛИЖАРОВО,Тверская область,Октябрьская
375,6870,РАНЦЕВО,РАНЦЕВО,Тверская область,Октябрьская
376,6880,КУВШИНОВО,КУВШИНОВО,Тверская область,Октябрьская
377,6900,ТОРЖОК-ЮЖ,ТОРЖОК-ЮЖНЫЙ,Тверская область,Октябрьская
378,6910,ПЕНО,ПЕНО,Тверская область,Октябрьская
379,6920,ОСТАШКОВ,ОСТАШКОВ,Тверская область,Октябрьская
380,6930,ФИРОВО,ФИРОВО,Тверская область,Октябрьская
381,6940,БАТАЛИНО,БАТАЛИНО,Тверская область,Октябрьская
382,6960,КУЖЕНКИНО,КУЖЕНКИНО,Тверская область,Октябрьская
383,7000,БЕРЕЗКИ,БЕРЕЗКИ,Псковская область,Октябрьская
384,7020,ОСТРОВ,ОСТРОВ,Псковская область,Октябрьская
385,7030,ЧЕРСКАЯ,ЧЕРСКАЯ,Псковская область,Октябрьская
386,7040,ЧЕРЕХА,ЧЕРЕХА,Псковская область,Октябрьская
387,7050,ПСКОВ-ТОВ,ПСКОВ-ТОВАРНЫЙ,Псковская область,Октябрьская
388,7060,ПСКОВ-ПАС,ПСКОВ-ПАССАЖИРСКИЙ,Псковская область,Октябрьская
389,7070,ПЕЧОРЫ-ПСКОВ,ПЕЧОРЫ-ПСКОВСКИЕ,Псковская область,Октябрьская
390,7080,НОВОИЗБОРСК,НОВОИЗБОРСК,Псковская область,Октябрьская
391,7090,МОГЛИНО,МОГЛИНО,Псковская область,Октябрьская
392,7100,ПОЛКОВАЯ,ПОЛКОВАЯ,Псковская область,Октябрьская
393,7110,ТОРОШИНО,ТОРОШИНО,Псковская область,Октябрьская
394,7120,НОВОСЕЛЬЕ,НОВОСЕЛЬЕ,Псковская область,Октябрьская
395,7130,ЛАПИНО,ЛАПИНО,Псковская область,Октябрьская
